5.96,16,2,5.96,16,1.2,6.2,16,0
6.2,16,2.2,5.96,16,2,6.2,16,0
6.2,16,2.2,6.2,16,0,6.2,16.2,1.2
6.2,16.2,1.2,6.2,16.2,2.2,6.2,16,2.2
6.2,16.2,2.2,5,16.2,2.2,6.2,16,2.2
5,16.2,2.2,5,16,2.2,6.2,16,2.2
5,16,2.2,5,16,2,6.2,16,2.2
5,16,2,5.96,16,2,6.2,16,2.2
5,16.2,2,5.96,16,2,5,16,2
5,16,2,5,16,2.2,5,16.2,2
5,16.2,2,5,16,2.2,5,16.2,2.2
5,16.2,2,5,16.2,2.2,5.96,16.2,2
5.96,16.2,2,5.96,16,2,5,16.2,2
5.96,16.2,2,5.96,16.2,1.2,5.96,16,2
5.96,16,2,5.96,16.2,1.2,5.96,16,1.2
5.96,16,1.2,5.96,16.2,1.2,5,17.2,1.2
5,16,1.2,5.96,16,1.2,5,17.2,1.2
5,17.2,0,5,16,1.2,5,17.2,1.2
5,17.2,0,5,17.2,1.2,6.2,17.2,0
6.2,16,0,5,17.2,0,6.2,17.2,0
6.2,16.2,1.2,6.2,16,0,6.2,17.2,0
6.2,17.2,1.2,6.2,16.2,1.2,6.2,17.2,0
6.2,17.2,0,5,17.2,1.2,6.2,17.2,1.2
5,17.2,1.2,5.96,16.2,1.2,6.2,17.2,1.2
6.2,17.2,1.2,5.96,16.2,1.2,6.2,16.2,1.2
5.96,16.2,2,6.2,16.2,1.2,5.96,16.2,1.2
5.96,16.2,2,6.2,16.2,2.2,6.2,16.2,1.2
5.96,16.2,2,5,16.2,2.2,6.2,16.2,2.2
5,16,0,5,17.2,0,6.2,16,0
5,16,0,5,16,1.2,5,17.2,0
5,13.4,1.2,5,13.4,0,6.2,13.4,0
5.96,13.4,1.2,5,13.4,1.2,6.2,13.4,0
5.96,13.4,2,5.96,13.4,1.2,6.2,13.4,0
6.2,13.4,2.2,5.96,13.4,2,6.2,13.4,0
6.2,13.4,2.2,6.2,13.4,0,6.2,13.6,1.2
6.2,13.6,1.2,6.2,13.6,2.2,6.2,13.4,2.2
6.2,13.6,2.2,5,13.6,2.2,6.2,13.4,2.2
5,13.6,2.2,5,13.4,2.2,6.2,13.4,2.2
5,13.4,2.2,5,13.4,2,6.2,13.4,2.2
5,13.4,2,5.96,13.4,2,6.2,13.4,2.2
5,13.6,2,5.96,13.4,2,5,13.4,2
5,13.4,2,5,13.4,2.2,5,13.6,2
5,13.6,2,5,13.4,2.2,5,13.6,2.2
5,13.6,2,5,13.6,2.2,5.96,13.6,2
5.96,13.6,2,5.96,13.4,2,5,13.6,2
5.96,13.6,2,5.96,13.6,1.2,5.96,13.4,2
5.96,13.4,2,5.96,13.6,1.2,5.96,13.4,1.2
5.96,13.4,1.2,5.96,13.6,1.2,5,14.6,1.2
5,13.4,1.2,5.96,13.4,1.2,5,14.6,1.2
5,14.6,0,5,13.4,1.2,5,14.6,1.2
5,14.6,0,5,14.6,1.2,6.2,14.6,0
6.2,13.4,0,5,14.6,0,6.2,14.6,0
6.2,13.6,1.2,6.2,13.4,0,6.2,14.6,0
6.2,14.6,1.2,6.2,13.6,1.2,6.2,14.6,0
6.2,14.6,0,5,14.6,1.2,6.2,14.6,1.2
5,14.6,1.2,5.96,13.6,1.2,6.2,14.6,1.2
6.2,14.6,1.2,5.96,13.6,1.2,6.2,13.6,1.2
5.96,13.6,2,6.2,13.6,1.2,5.96,13.6,1.2
5.96,13.6,2,6.2,13.6,2.2,6.2,13.6,1.2
5.96,13.6,2,5,13.6,2.2,6.2,13.6,2.2
5,13.4,0,5,14.6,0,6.2,13.4,0
5,13.4,0,5,13.4,1.2,5,14.6,0
6.4,13.4,1.2,6.4,13.4,0,7.6,13.4,0
7.36,13.4,1.2,6.4,13.4,1.2,7.6,13.4,0
7.36,13.4,2,7.36,13.4,1.2,7.6,13.4,0
7.6,13.4,2.2,7.36,13.4,2,7.6,13.4,0
7.6,13.4,2.2,7.6,13.4,0,7.6,13.6,1.2
7.6,13.6,1.2,7.6,13.6,2.2,7.6,13.4,2.2
7.6,13.6,2.2,6.4,13.6,2.2,7.6,13.4,2.2
6.4,13.6,2.2,6.4,13.4,2.2,7.6,13.4,2.2
6.4,13.4,2.2,6.4,13.4,2,7.6,13.4,2.2
6.4,13.4,2,7.36,13.4,2,7.6,13.4,2.2
6.4,13.6,2,7.36,13.4,2,6.4,13.4,2
6.4,13.4,2,6.4,13.4,2.2,6.4,13.6,2
6.4,13.6,2,6.4,13.4,2.2,6.4,13.6,2.2
6.4,13.6,2,6.4,13.6,2.2,7.36,13.6,2
7.36,13.6,2,7.36,13.4,2,6.4,13.6,2
7.36,13.6,2,7.36,13.6,1.2,7.36,13.4,2
7.36,13.4,2,7.36,13.6,1.2,7.36,13.4,1.2
7.36,13.4,1.2,7.36,13.6,1.2,6.4,14.6,1.2
6.4,13.4,1.2,7.36,13.4,1.2,6.4,14.6,1.2
6.4,14.6,0,6.4,13.4,1.2,6.4,14.6,1.2
6.4,14.6,0,6.4,14.6,1.2,7.6,14.6,0
7.6,13.4,0,6.4,14.6,0,7.6,14.6,0
7.6,13.6,1.2,7.6,13.4,0,7.6,14.6,0
7.6,14.6,1.2,7.6,13.6,1.2,7.6,14.6,0
7.6,14.6,0,6.4,14.6,1.2,7.6,14.6,1.2
6.4,14.6,1.2,7.36,13.6,1.2,7.6,14.6,1.2
7.6,14.6,1.2,7.36,13.6,1.2,7.6,13.6,1.2
7.36,13.6,2,7.6,13.6,1.2,7.36,13.6,1.2
7.36,13.6,2,7.6,13.6,2.2,7.6,13.6,1.2
7.36,13.6,2,6.4,13.6,2.2,7.6,13.6,2.2
6.4,13.4,0,6.4,14.6,0,7.6,13.4,0
6.4,13.4,0,6.4,13.4,1.2,6.4,14.6,0
6.4,12,1.2,6.4,12,0,7.6,12,0
7.36,12,1.2,6.4,12,1.2,7.6,12,0
7.36,12,2,7.36,12,1.2,7.6,12,0
7.6,12,2.2,7.36,12,2,7.6,12,0
7.6,12,2.2,7.6,12,0,7.6,12.2,1.2
7.6,12.2,1.2,7.6,12.2,2.2,7.6,12,2.2
7.6,12.2,2.2,6.4,12.2,2.2,7.6,12,2.2
6.4,12.2,2.2,6.4,12,2.2,7.6,12,2.2
6.4,12,2.2,6.4,12,2,7.6,12,2.2
6.4,12,2,7.36,12,2,7.6,12,2.2
6.4,12.2,2,7.36,12,2,6.4,12,2
6.4,12,2,6.4,12,2.2,6.4,12.2,2
6.4,12.2,2,6.4,12,2.2,6.4,12.2,2.2
6.4,12.2,2,6.4,12.2,2.2,7.36,12.2,2
7.36,12.2,2,7.36,12,2,6.4,12.2,2
7.36,12.2,2,7.36,12.2,1.2,7.36,12,2
7.36,12,2,7.36,12.2,1.2,7.36,12,1.2
7.36,12,1.2,7.36,12.2,1.2,6.4,13.2,1.2
6.4,12,1.2,7.36,12,1.2,6.4,13.2,1.2
6.4,13.2,0,6.4,12,1.2,6.4,13.2,1.2
6.4,13.2,0,6.4,13.2,1.2,7.6,13.2,0
7.6,12,0,6.4,13.2,0,7.6,13.2,0
7.6,12.2,1.2,7.6,12,0,7.6,13.2,0
7.6,13.2,1.2,7.6,12.2,1.2,7.6,13.2,0
7.6,13.2,0,6.4,13.2,1.2,7.6,13.2,1.2
6.4,13.2,1.2,7.36,12.2,1.2,7.6,13.2,1.2
7.6,13.2,1.2,7.36,12.2,1.2,7.6,12.2,1.2
7.36,12.2,2,7.6,12.2,1.2,7.36,12.2,1.2
7.36,12.2,2,7.6,12.2,2.2,7.6,12.2,1.2
7.36,12.2,2,6.4,12.2,2.2,7.6,12.2,2.2
6.4,12,0,6.4,13.2,0,7.6,12,0
6.4,12,0,6.4,12,1.2,6.4,13.2,0
5,12,1.2,5,12,0,6.2,12,0
5.96,12,1.2,5,12,1.2,6.2,12,0
5.96,12,2,5.96,12,1.2,6.2,12,0
6.2,12,2.2,5.96,12,2,6.2,12,0
6.2,12,2.2,6.2,12,0,6.2,12.2,1.2
6.2,12.2,1.2,6.2,12.2,2.2,6.2,12,2.2
6.2,12.2,2.2,5,12.2,2.2,6.2,12,2.2
5,12.2,2.2,5,12,2.2,6.2,12,2.2
5,12,2.2,5,12,2,6.2,12,2.2
5,12,2,5.96,12,2,6.2,12,2.2
5,12.2,2,5.96,12,2,5,12,2
5,12,2,5,12,2.2,5,12.2,2
5,12.2,2,5,12,2.2,5,12.2,2.2
5,12.2,2,5,12.2,2.2,5.96,12.2,2
5.96,12.2,2,5.96,12,2,5,12.2,2
5.96,12.2,2,5.96,12.2,1.2,5.96,12,2
5.96,12,2,5.96,12.2,1.2,5.96,12,1.2
5.96,12,1.2,5.96,12.2,1.2,5,13.2,1.2
5,12,1.2,5.96,12,1.2,5,13.2,1.2
5,13.2,0,5,12,1.2,5,13.2,1.2
5,13.2,0,5,13.2,1.2,6.2,13.2,0
6.2,12,0,5,13.2,0,6.2,13.2,0
6.2,12.2,1.2,6.2,12,0,6.2,13.2,0
6.2,13.2,1.2,6.2,12.2,1.2,6.2,13.2,0
6.2,13.2,0,5,13.2,1.2,6.2,13.2,1.2
5,13.2,1.2,5.96,12.2,1.2,6.2,13.2,1.2
6.2,13.2,1.2,5.96,12.2,1.2,6.2,12.2,1.2
5.96,12.2,2,6.2,12.2,1.2,5.96,12.2,1.2
5.96,12.2,2,6.2,12.2,2.2,6.2,12.2,1.2
5.96,12.2,2,5,12.2,2.2,6.2,12.2,2.2
5,12,0,5,13.2,0,6.2,12,0
5,12,0,5,12,1.2,5,13.2,0
5,9.4,1.2,5,9.4,0,6.2,9.4,0
5.96,9.4,1.2,5,9.4,1.2,6.2,9.4,0
5.96,9.4,2,5.96,9.4,1.2,6.2,9.4,0
6.2,9.4,2.2,5.96,9.4,2,6.2,9.4,0
6.2,9.4,2.2,6.2,9.4,0,6.2,9.6,1.2
6.2,9.6,1.2,6.2,9.6,2.2,6.2,9.4,2.2
6.2,9.6,2.2,5,9.6,2.2,6.2,9.4,2.2
5,9.6,2.2,5,9.4,2.2,6.2,9.4,2.2
5,9.4,2.2,5,9.4,2,6.2,9.4,2.2
5,9.4,2,5.96,9.4,2,6.2,9.4,2.2
5,9.6,2,5.96,9.4,2,5,9.4,2
5,9.4,2,5,9.4,2.2,5,9.6,2
5,9.6,2,5,9.4,2.2,5,9.6,2.2
5,9.6,2,5,9.6,2.2,5.96,9.6,2
5.96,9.6,2,5.96,9.4,2,5,9.6,2
5.96,9.6,2,5.96,9.6,1.2,5.96,9.4,2
5.96,9.4,2,5.96,9.6,1.2,5.96,9.4,1.2
5.96,9.4,1.2,5.96,9.6,1.2,5,10.6,1.2
5,9.4,1.2,5.96,9.4,1.2,5,10.6,1.2
5,10.6,0,5,9.4,1.2,5,10.6,1.2
5,10.6,0,5,10.6,1.2,6.2,10.6,0
6.2,9.4,0,5,10.6,0,6.2,10.6,0
6.2,9.6,1.2,6.2,9.4,0,6.2,10.6,0
6.2,10.6,1.2,6.2,9.6,1.2,6.2,10.6,0
6.2,10.6,0,5,10.6,1.2,6.2,10.6,1.2
5,10.6,1.2,5.96,9.6,1.2,6.2,10.6,1.2
6.2,10.6,1.2,5.96,9.6,1.2,6.2,9.6,1.2
5.96,9.6,2,6.2,9.6,1.2,5.96,9.6,1.2
5.96,9.6,2,6.2,9.6,2.2,6.2,9.6,1.2
5.96,9.6,2,5,9.6,2.2,6.2,9.6,2.2
5,9.4,0,5,10.6,0,6.2,9.4,0
5,9.4,0,5,9.4,1.2,5,10.6,0
6.4,9.4,1.2,6.4,9.4,0,7.6,9.4,0
7.36,9.4,1.2,6.4,9.4,1.2,7.6,9.4,0
7.36,9.4,2,7.36,9.4,1.2,7.6,9.4,0
7.6,9.4,2.2,7.36,9.4,2,7.6,9.4,0
7.6,9.4,2.2,7.6,9.4,0,7.6,9.6,1.2
7.6,9.6,1.2,7.6,9.6,2.2,7.6,9.4,2.2
7.6,9.6,2.2,6.4,9.6,2.2,7.6,9.4,2.2
6.4,9.6,2.2,6.4,9.4,2.2,7.6,9.4,2.2
6.4,9.4,2.2,6.4,9.4,2,7.6,9.4,2.2
6.4,9.4,2,7.36,9.4,2,7.6,9.4,2.2
6.4,9.6,2,7.36,9.4,2,6.4,9.4,2
6.4,9.4,2,6.4,9.4,2.2,6.4,9.6,2
6.4,9.6,2,6.4,9.4,2.2,6.4,9.6,2.2
6.4,9.6,2,6.4,9.6,2.2,7.36,9.6,2
7.36,9.6,2,7.36,9.4,2,6.4,9.6,2
7.36,9.6,2,7.36,9.6,1.2,7.36,9.4,2
7.36,9.4,2,7.36,9.6,1.2,7.36,9.4,1.2
7.36,9.4,1.2,7.36,9.6,1.2,6.4,10.6,1.2
6.4,9.4,1.2,7.36,9.4,1.2,6.4,10.6,1.2
6.4,10.6,0,6.4,9.4,1.2,6.4,10.6,1.2
6.4,10.6,0,6.4,10.6,1.2,7.6,10.6,0
7.6,9.4,0,6.4,10.6,0,7.6,10.6,0
7.6,9.6,1.2,7.6,9.4,0,7.6,10.6,0
7.6,10.6,1.2,7.6,9.6,1.2,7.6,10.6,0
7.6,10.6,0,6.4,10.6,1.2,7.6,10.6,1.2
6.4,10.6,1.2,7.36,9.6,1.2,7.6,10.6,1.2
7.6,10.6,1.2,7.36,9.6,1.2,7.6,9.6,1.2
7.36,9.6,2,7.6,9.6,1.2,7.36,9.6,1.2
7.36,9.6,2,7.6,9.6,2.2,7.6,9.6,1.2
7.36,9.6,2,6.4,9.6,2.2,7.6,9.6,2.2
6.4,9.4,0,6.4,10.6,0,7.6,9.4,0
6.4,9.4,0,6.4,9.4,1.2,6.4,10.6,0
6.4,8,1.2,6.4,8,0,7.6,8,0
7.36,8,1.2,6.4,8,1.2,7.6,8,0
7.36,8,2,7.36,8,1.2,7.6,8,0
7.6,8,2.2,7.36,8,2,7.6,8,0
7.6,8,2.2,7.6,8,0,7.6,8.2,1.2
7.6,8.2,1.2,7.6,8.2,2.2,7.6,8,2.2
7.6,8.2,2.2,6.4,8.2,2.2,7.6,8,2.2
6.4,8.2,2.2,6.4,8,2.2,7.6,8,2.2
6.4,8,2.2,6.4,8,2,7.6,8,2.2
6.4,8,2,7.36,8,2,7.6,8,2.2
6.4,8.2,2,7.36,8,2,6.4,8,2
6.4,8,2,6.4,8,2.2,6.4,8.2,2
6.4,8.2,2,6.4,8,2.2,6.4,8.2,2.2
6.4,8.2,2,6.4,8.2,2.2,7.36,8.2,2
7.36,8.2,2,7.36,8,2,6.4,8.2,2
7.36,8.2,2,7.36,8.2,1.2,7.36,8,2
7.36,8,2,7.36,8.2,1.2,7.36,8,1.2
7.36,8,1.2,7.36,8.2,1.2,6.4,9.2,1.2
6.4,8,1.2,7.36,8,1.2,6.4,9.2,1.2
6.4,9.2,0,6.4,8,1.2,6.4,9.2,1.2
6.4,9.2,0,6.4,9.2,1.2,7.6,9.2,0
7.6,8,0,6.4,9.2,0,7.6,9.2,0
7.6,8.2,1.2,7.6,8,0,7.6,9.2,0
7.6,9.2,1.2,7.6,8.2,1.2,7.6,9.2,0
7.6,9.2,0,6.4,9.2,1.2,7.6,9.2,1.2
6.4,9.2,1.2,7.36,8.2,1.2,7.6,9.2,1.2
7.6,9.2,1.2,7.36,8.2,1.2,7.6,8.2,1.2
7.36,8.2,2,7.6,8.2,1.2,7.36,8.2,1.2
7.36,8.2,2,7.6,8.2,2.2,7.6,8.2,1.2
7.36,8.2,2,6.4,8.2,2.2,7.6,8.2,2.2
6.4,8,0,6.4,9.2,0,7.6,8,0
6.4,8,0,6.4,8,1.2,6.4,9.2,0
5,8,1.2,5,8,0,6.2,8,0
5.96,8,1.2,5,8,1.2,6.2,8,0
5.96,8,2,5.96,8,1.2,6.2,8,0
6.2,8,2.2,5.96,8,2,6.2,8,0
6.2,8,2.2,6.2,8,0,6.2,8.2,1.2
6.2,8.2,1.2,6.2,8.2,2.2,6.2,8,2.2
6.2,8.2,2.2,5,8.2,2.2,6.2,8,2.2
5,8.2,2.2,5,8,2.2,6.2,8,2.2
5,8,2.2,5,8,2,6.2,8,2.2
5,8,2,5.96,8,2,6.2,8,2.2
5,8.2,2,5.96,8,2,5,8,2
5,8,2,5,8,2.2,5,8.2,2
5,8.2,2,5,8,2.2,5,8.2,2.2
5,8.2,2,5,8.2,2.2,5.96,8.2,2
5.96,8.2,2,5.96,8,2,5,8.2,2
5.96,8.2,2,5.96,8.2,1.2,5.96,8,2
5.96,8,2,5.96,8.2,1.2,5.96,8,1.2
5.96,8,1.2,5.96,8.2,1.2,5,9.2,1.2
5,8,1.2,5.96,8,1.2,5,9.2,1.2
5,9.2,0,5,8,1.2,5,9.2,1.2
5,9.2,0,5,9.2,1.2,6.2,9.2,0
6.2,8,0,5,9.2,0,6.2,9.2,0
6.2,8.2,1.2,6.2,8,0,6.2,9.2,0
6.2,9.2,1.2,6.2,8.2,1.2,6.2,9.2,0
6.2,9.2,0,5,9.2,1.2,6.2,9.2,1.2
5,9.2,1.2,5.96,8.2,1.2,6.2,9.2,1.2
6.2,9.2,1.2,5.96,8.2,1.2,6.2,8.2,1.2
5.96,8.2,2,6.2,8.2,1.2,5.96,8.2,1.2
5.96,8.2,2,6.2,8.2,2.2,6.2,8.2,1.2
5.96,8.2,2,5,8.2,2.2,6.2,8.2,2.2
5,8,0,5,9.2,0,6.2,8,0
5,8,0,5,8,1.2,5,9.2,0
9,17.4,1.2,9,17.4,0,10.2,17.4,0
9.96,17.4,1.2,9,17.4,1.2,10.2,17.4,0
9.96,17.4,2,9.96,17.4,1.2,10.2,17.4,0
10.2,17.4,2.2,9.96,17.4,2,10.2,17.4,0
10.2,17.4,2.2,10.2,17.4,0,10.2,17.6,1.2
10.2,17.6,1.2,10.2,17.6,2.2,10.2,17.4,2.2
10.2,17.6,2.2,9,17.6,2.2,10.2,17.4,2.2
9,17.6,2.2,9,17.4,2.2,10.2,17.4,2.2
9,17.4,2.2,9,17.4,2,10.2,17.4,2.2
9,17.4,2,9.96,17.4,2,10.2,17.4,2.2
9,17.6,2,9.96,17.4,2,9,17.4,2
9,17.4,2,9,17.4,2.2,9,17.6,2
9,17.6,2,9,17.4,2.2,9,17.6,2.2
9,17.6,2,9,17.6,2.2,9.96,17.6,2
9.96,17.6,2,9.96,17.4,2,9,17.6,2
9.96,17.6,2,9.96,17.6,1.2,9.96,17.4,2
9.96,17.4,2,9.96,17.6,1.2,9.96,17.4,1.2
9.96,17.4,1.2,9.96,17.6,1.2,9,18.6,1.2
9,17.4,1.2,9.96,17.4,1.2,9,18.6,1.2
9,18.6,0,9,17.4,1.2,9,18.6,1.2
9,18.6,0,9,18.6,1.2,10.2,18.6,0
10.2,17.4,0,9,18.6,0,10.2,18.6,0
10.2,17.6,1.2,10.2,17.4,0,10.2,18.6,0
10.2,18.6,1.2,10.2,17.6,1.2,10.2,18.6,0
10.2,18.6,0,9,18.6,1.2,10.2,18.6,1.2
9,18.6,1.2,9.96,17.6,1.2,10.2,18.6,1.2
10.2,18.6,1.2,9.96,17.6,1.2,10.2,17.6,1.2
9.96,17.6,2,10.2,17.6,1.2,9.96,17.6,1.2
9.96,17.6,2,10.2,17.6,2.2,10.2,17.6,1.2
9.96,17.6,2,9,17.6,2.2,10.2,17.6,2.2
9,17.4,0,9,18.6,0,10.2,17.4,0
9,17.4,0,9,17.4,1.2,9,18.6,0
10.4,17.4,1.2,10.4,17.4,0,11.6,17.4,0
11.36,17.4,1.2,10.4,17.4,1.2,11.6,17.4,0
11.36,17.4,2,11.36,17.4,1.2,11.6,17.4,0
11.6,17.4,2.2,11.36,17.4,2,11.6,17.4,0
11.6,17.4,2.2,11.6,17.4,0,11.6,17.6,1.2
11.6,17.6,1.2,11.6,17.6,2.2,11.6,17.4,2.2
11.6,17.6,2.2,10.4,17.6,2.2,11.6,17.4,2.2
10.4,17.6,2.2,10.4,17.4,2.2,11.6,17.4,2.2
10.4,17.4,2.2,10.4,17.4,2,11.6,17.4,2.2
10.4,17.4,2,11.36,17.4,2,11.6,17.4,2.2
10.4,17.6,2,11.36,17.4,2,10.4,17.4,2
10.4,17.4,2,10.4,17.4,2.2,10.4,17.6,2
10.4,17.6,2,10.4,17.4,2.2,10.4,17.6,2.2
10.4,17.6,2,10.4,17.6,2.2,11.36,17.6,2
11.36,17.6,2,11.36,17.4,2,10.4,17.6,2
11.36,17.6,2,11.36,17.6,1.2,11.36,17.4,2
11.36,17.4,2,11.36,17.6,1.2,11.36,17.4,1.2
11.36,17.4,1.2,11.36,17.6,1.2,10.4,18.6,1.2
10.4,17.4,1.2,11.36,17.4,1.2,10.4,18.6,1.2
10.4,18.6,0,10.4,17.4,1.2,10.4,18.6,1.2
10.4,18.6,0,10.4,18.6,1.2,11.6,18.6,0
11.6,17.4,0,10.4,18.6,0,11.6,18.6,0
11.6,17.6,1.2,11.6,17.4,0,11.6,18.6,0
11.6,18.6,1.2,11.6,17.6,1.2,11.6,18.6,0
11.6,18.6,0,10.4,18.6,1.2,11.6,18.6,1.2
10.4,18.6,1.2,11.36,17.6,1.2,11.6,18.6,1.2
11.6,18.6,1.2,11.36,17.6,1.2,11.6,17.6,1.2
11.36,17.6,2,11.6,17.6,1.2,11.36,17.6,1.2
